NHU CẦU & SL ĐÁP ỨNG - ĐƠN HÀNG,,,,,,,
NGÀY NHẬN ĐH,Ngày triển khai,Số ĐH,Mã Khách Hàng,Tên Khách Hàng,Mã SP,SL đơn hàng,NGÀY Yêu cầu hoàn thành
1/10/2024,3/28/2024,091/24XK,NNC,NNC,D.05-14,  2.160 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,D.05-16,  1.800 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,D.05V-12,  180 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,D.05V-14,  540 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,D.05V-16,  540 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,D.06-14,  1.440 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,D.06-16,  2.520 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,D.07-14,  3.600 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,D.07-16,  10.800 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,D.08-12,  180 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,D.08-14,  1.080 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,D.08-16,  720 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,D.09-14,  2.880 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,D.09-16,  3.240 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,D.501,  8.280 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,D.506,  6.840 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,D.555,  9.000 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,KM.601,  1.620 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,KM.603,  1.620 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,KM.604,  1.620 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,KM.605,  1.620 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,KT.703,  400 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,KT.704,  400 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,KT.706,  400 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,KT.707,  400 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,M.501,  360 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,N.401DO,  240 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,N.401TI,  240 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,N.401VD,  240 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,N.401XD,  180 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,N.401XL,  180 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,N.404,  2.160 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,N.404BA,  1.440 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,N.404HO,  2.160 ,5/25/2024
5/25/2024,5/25/2024,091/24XK,NNC,NNC,N.404VA,  2.160 ,6/7/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,N.405,  900 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,N.406,  540 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,N.407,  720 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,N.408,  540 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,N.409,  720 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,N.425XD,  180 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,N.426A,  1.440 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,N.426B,  1.440 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,N.426C,  1.440 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,S.504,  720 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,S.505,  540 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,S.506,  9.000 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,S.507,  1.080 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,S.508,  1.620 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,S.511,  1.080 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,S.515,  900 ,5/25/2024
1/10/2024,3/28/2024,091/24XK,NNC,NNC,S.516,  540 ,5/25/2024
3/26/2024,3/28/2024,092/24xk,0535/FRANCE,M’novae M’Nails,KD2-2141,  500 ,5/27/2024
3/26/2024,3/28/2024,092/24xk,0535/FRANCE,M’novae M’Nails,KSK-2138,  500 ,5/27/2024
3/26/2024,3/28/2024,092/24xk,0535/FRANCE,M’novae M’Nails,KSK-2139,  500 ,5/27/2024
3/26/2024,3/28/2024,092/24xk,0535/FRANCE,M’novae M’Nails,KSK-2140,  500 ,5/27/2024
3/26/2024,3/28/2024,092/24xk,0535/FRANCE,M’novae M’Nails,KSS-2142,  500 ,5/27/2024
3/26/2024,3/28/2024,092/24xk,0535/FRANCE,M’novae M’Nails,KSS-2143,  500 ,5/27/2024
3/26/2024,3/28/2024,093/24XK,0531/CHINA,"TONG DE INDUSTRY AND TRADE (YANGJIANG YANGDONG DISTRICT) CO., LTD",KD2-2147,  1.000 ,5/27/2024
3/26/2024,3/28/2024,093/24XK,0531/CHINA,"TONG DE INDUSTRY AND TRADE (YANGJIANG YANGDONG DISTRICT) CO., LTD",KSS-2146,  1.000 ,5/27/2024
3/27/2024,4/17/2024,094/24XK,0475/CHINA,"NINGBO CENTURY TIMES IMPORT AND EXPORT CO., LTD",KDT-1800,  15.000 ,5/10/2024
3/27/2024,3/28/2024,095/24xk,0241/UAE,BEDASHING BEAUTY LOUNGE LLC,KD2-0339,  1.000 ,5/20/2024
4/1/2024,4/2/2024,095/24XK,0241/UAE,BEDASHING BEAUTY LOUNGE LLC,KSB-1488,  1.500 ,5/10/2024
4/1/2024,4/2/2024,095/24XK,0241/UAE,BEDASHING BEAUTY LOUNGE LLC,KSS-0338,  2.000 ,5/10/2024
3/27/2024,3/28/2024,095/24xk1,0241/UAE,BEDASHING BEAUTY LOUNGE LLC,KD2-0339,  4.000 ,6/6/2024
3/27/2024,3/28/2024,096/24xk,0246/KOREA,PARAN NAIL ,KD2-1340,  3.000 ,6/10/2024
4/1/2024,4/2/2024,097/24ND,B2B,ADC,BQT.ADC,  400 ,5/15/2024
4/1/2024,4/2/2024,097/24ND1,B2B,ADC,BQT.ADC,  300 ,5/30/2024
4/1/2024,4/2/2024,098/24XK,0403/NEWZEALAND,DIPPING WORLD LTD ,C.03-14,  240 ,4/28/2024
4/1/2024,4/2/2024,098/24XK,0403/NEWZEALAND,DIPPING WORLD LTD ,C.35-14,  240 ,4/28/2024
4/1/2024,4/2/2024,098/24XK,0403/NEWZEALAND,DIPPING WORLD LTD ,NC.01,  150 ,4/28/2024
3/29/2024,4/2/2024,099/24XK,0425/CHINA,Guangzhou Xingdian Nail Products Company Limited,D.05V-16NC,  60 ,5/20/2024
4/2/2024,4/5/2024,100/24XK,0445/RUSSIA,"WE'R'A-TM, LLC",KD2-1492,  500 ,6/13/2024
4/2/2024,4/5/2024,100/24XK,0445/RUSSIA,"WE'R'A-TM, LLC",KD2-2209,  500 ,6/13/2024
4/2/2024,4/5/2024,100/24XK,0445/RUSSIA,"WE'R'A-TM, LLC",KD2-2210,  500 ,6/13/2024
4/2/2024,4/5/2024,100/24XK,0445/RUSSIA,"WE'R'A-TM, LLC",KD2-2211,  500 ,6/13/2024
4/2/2024,4/5/2024,100/24XK,0445/RUSSIA,"WE'R'A-TM, LLC",KM2-1491,  500 ,6/13/2024
4/2/2024,4/5/2024,100/24XK,0445/RUSSIA,"WE'R'A-TM, LLC",KSB-1501,  1.000 ,6/20/2024
4/2/2024,4/5/2024,100/24XK,0445/RUSSIA,"WE'R'A-TM, LLC",KSB-1502,  1.000 ,6/20/2024
4/2/2024,4/5/2024,100/24XK,0445/RUSSIA,"WE'R'A-TM, LLC",KSB-1906,  500 ,6/20/2024
4/2/2024,4/5/2024,100/24XK,0445/RUSSIA,"WE'R'A-TM, LLC",KSB-1907,  500 ,6/20/2024
4/2/2024,4/5/2024,100/24XK,0445/RUSSIA,"WE'R'A-TM, LLC",KSB-1908,  500 ,6/20/2024
4/2/2024,4/5/2024,100/24XK,0445/RUSSIA,"WE'R'A-TM, LLC",KSB-1909,  500 ,6/20/2024
4/2/2024,4/5/2024,100/24XK,0445/RUSSIA,"WE'R'A-TM, LLC",KSB-1910,  750 ,6/20/2024
4/2/2024,4/5/2024,100/24XK,0445/RUSSIA,"WE'R'A-TM, LLC",KSB-1911,  750 ,6/20/2024
4/2/2024,4/5/2024,100/24XK,0445/RUSSIA,"WE'R'A-TM, LLC",KSK-1508,  500 ,6/20/2024
4/2/2024,4/5/2024,100/24XK,0445/RUSSIA,"WE'R'A-TM, LLC",KSK-1905,  500 ,6/20/2024
4/2/2024,4/5/2024,100/24XK,0445/RUSSIA,"WE'R'A-TM, LLC",KSN-1503,  1.000 ,6/20/2024
4/2/2024,4/5/2024,100/24XK,0445/RUSSIA,"WE'R'A-TM, LLC",KSN-1504,  1.000 ,6/20/2024
4/2/2024,4/5/2024,100/24XK,0445/RUSSIA,"WE'R'A-TM, LLC",KSN-1505,  500 ,6/20/2024
4/2/2024,4/5/2024,100/24XK,0445/RUSSIA,"WE'R'A-TM, LLC",KSN-1506,  1.000 ,6/20/2024
4/2/2024,4/5/2024,100/24XK,0445/RUSSIA,"WE'R'A-TM, LLC",KSN-1507,  1.000 ,6/20/2024
4/2/2024,4/5/2024,100/24XK,0445/RUSSIA,"WE'R'A-TM, LLC",KSN-1912,  500 ,6/20/2024
4/1/2024,4/2/2024,101/24xk,0496/POLAND,APM GROUP,KD2-1856,  500 ,5/28/2024
4/1/2024,4/2/2024,101/24xk,0496/POLAND,APM GROUP,KD2-1857,  500 ,5/28/2024
4/1/2024,4/2/2024,101/24xk,0496/POLAND,APM GROUP,KSK-1858,  500 ,5/28/2024
3/28/2024,4/1/2024,102/24xk,0297/MONGOLIA,ULEMJ GREASE LLC,C.04-14,  360 ,4/15/2024
3/28/2024,4/1/2024,102/24xk,0297/MONGOLIA,ULEMJ GREASE LLC,C.07-14,  360 ,4/15/2024
3/28/2024,4/1/2024,102/24xk,0297/MONGOLIA,ULEMJ GREASE LLC,P.08,  360 ,4/15/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,C.03-12,  600 ,6/11/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,C.06-12,  600 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,C.07-12,  360 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,C.111,  1.200 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,C.112,  1.200 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,C.114,  1.200 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,C.118,  600 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,CL.205-7MM,  360 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,CL.206-5MM,  360 ,6/11/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,CL.S02-5MM,  360 ,6/11/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,KD.43,  120 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,KD.703,  120 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,KD.704,  120 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,KD.705,  120 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,KD.706,  120 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,KD.707,  120 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,KD.709,  120 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,KD.710,  120 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,KD.714,  120 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,KD.715,  120 ,6/11/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,KDM.713,  60 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,N.118,  240 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,NC.01,  600 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,NC.02,  600 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,NC.03,  600 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,NC.04,  360 ,6/11/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,NL.201,  360 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,NL.202,  360 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,NL.203,  360 ,6/11/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,NL.204,  360 ,6/11/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,NL.205,  360 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,NL.207,  360 ,6/11/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,NL.208,  360 ,6/11/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,P.12,  360 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,P.15,  360 ,6/20/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,P.17,  360 ,6/10/2024
4/2/2024,4/8/2024,103/24XK,0270/UAE,MILIA COSMETICS MAT TR.L L C - SOLE PROPRIETORSHIP,T.10,  360 ,HỦY
4/3/2024,4/5/2024,104/24XK,0327/KOREA,BEAUTY H,KD2-0742,  1.000 ,6/14/2024
4/2/2024,4/5/2024,105/24XK,KDQT,HÀNG TỒN,C.07.2-12,  1.000 ,5/29/2024
4/2/2024,4/5/2024,105/24XK,KDQT,HÀNG TỒN,CL.206.2-12,  1.000 ,HỦY
4/2/2024,4/5/2024,106/24xk,0341/KOREA,FROM N,KD2-1108,  1.000 ,6/12/2024
4/3/2024,4/5/2024,107/24xk,0024/RUSSIA,KHARMANT LTD (METZGER LTD),KD2-0157,  500 ,5/30/2024
4/3/2024,4/5/2024,107/24xk,0024/RUSSIA,KHARMANT LTD (METZGER LTD),KD2-0158,  5.000 ,5/30/2024
4/3/2024,4/5/2024,107/24xk,0024/RUSSIA,KHARMANT LTD (METZGER LTD),KD2-0159,  500 ,5/30/2024
4/3/2024,4/5/2024,107/24xk,0024/RUSSIA,KHARMANT LTD (METZGER LTD),KD2-0160,  500 ,5/30/2024
4/3/2024,4/5/2024,107/24xk,0024/RUSSIA,KHARMANT LTD (METZGER LTD),KD2-0161,  500 ,5/30/2024
4/9/2024,4/11/2024,108/24XK,0026/GERMANY,ZWILLING Beauty Group GmbH,KD2-0211,  2.000 ,7/10/2024
4/9/2024,5/14/2024,108/24XK,0026/GERMANY,ZWILLING Beauty Group GmbH,KD2-0568,  1.350 ,7/10/2024
4/9/2024,4/11/2024,108/24XK,0026/GERMANY,ZWILLING Beauty Group GmbH,KM2-0212,  3.000 ,7/10/2024
4/9/2024,4/11/2024,108/24XK,0026/GERMANY,ZWILLING Beauty Group GmbH,KM2-0550,  1.000 ,6/10/2024
4/9/2024,5/14/2024,108/24XK,0026/GERMANY,ZWILLING Beauty Group GmbH,KSD-0361,  3.000 ,10/28/2024
4/9/2024,5/14/2024,108/24XK,0026/GERMANY,ZWILLING Beauty Group GmbH,KSD-0362,  2.250 ,8/28/2024
4/9/2024,5/14/2024,108/24XK,0026/GERMANY,ZWILLING Beauty Group GmbH,KSS-0213,  600 ,7/27/2024
4/9/2024,5/14/2024,108/24XK,0026/GERMANY,ZWILLING Beauty Group GmbH,KSS-0228,  1.500 ,10/28/2024
4/9/2024,5/14/2024,108/24XK,0026/GERMANY,ZWILLING Beauty Group GmbH,KSS-0367,  2.600 ,9/28/2024
4/9/2024,5/14/2024,108/24XK,0026/GERMANY,ZWILLING Beauty Group GmbH,KSS-0714,  500 ,10/28/2024
4/9/2024,5/14/2024,108/24XK1,0026/GERMANY,ZWILLING Beauty Group GmbH,KSD-0362,  4.400 ,9/28/2024
4/9/2024,5/14/2024,108/24xk1,0026/GERMANY,ZWILLING Beauty Group GmbH,KSS-0213,  2.400 ,9/28/2024
4/9/2024,5/14/2024,108/24xk1,0026/GERMANY,ZWILLING Beauty Group GmbH,KSS-0367,  2.400 ,10/28/2024
4/9/2024,5/14/2024,108/24xk2,0026/GERMANY,ZWILLING Beauty Group GmbH,KSD-0362,  3.350 ,10/28/2024
4/5/2024,6/11/2024,109/24XK,0426/GREECE,LALOO COSMECTICS,P.15,  1.000 ,7/20/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,B.999,  180 ,6/20/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,C.04-12,  3.840 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,C.04-14,  720 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,C.04-16,  360 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,C.07-12,  360 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,C.07-14,  1.080 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,C.37-14,  360 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,CL.209-12MM,  360 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,CL.210-12MM,  360 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,CL.211-10MM,  360 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,CL.212-8MM,  360 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,CL.213-10MM,  360 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,CL.214-10MM,  360 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,KD.43,  360 ,6/20/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,KD.705,  360 ,6/20/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,KD.706,  360 ,6/20/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,KD.708,  360 ,6/20/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,KD.709,  360 ,6/20/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,KD.710,  360 ,6/20/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,KD.711,  360 ,6/20/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,KD.712,  360 ,6/20/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,KD.714,  360 ,6/20/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,KD.715,  360 ,6/20/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,KD.716,  360 ,6/20/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,KDM.713,  360 ,6/20/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,KDM.717,  360 ,6/20/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,N.111,  360 ,6/20/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,N.112,  360 ,6/20/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,N.118,  360 ,6/20/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,N.404BA,  360 ,6/20/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,N.404HO,  360 ,6/20/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,N.404VA,  360 ,6/20/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,N.425DO,  360 ,6/20/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,N.425TI,  360 ,6/20/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,N.425XD,  360 ,6/20/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,N.425XL,  360 ,6/20/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,NB.106,  180 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,NC.03,  180 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,NC.04,  180 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,NL.201,  360 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,NL.202,  360 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,NL.203,  360 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,NL.204,  360 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,NL.205,  360 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,NL.206,  360 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,NL.207,  360 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,NL.208,  360 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,NL.209,  360 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,NL.210,  360 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,P.12,  360 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,P.13,  360 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,P.14,  360 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,P.15,  360 ,6/15/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,P.17,  360 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,T.01PU,  360 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,T.02,  180 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,T.05,  180 ,6/14/2024
4/5/2024,4/9/2024,110/24XK,0069/POLAND,ACTIV TOMASZ PACHOLCZYK,T.10,  360 ,HỦY
